,ItemID,Sentiment,SentimentText
310441,310453,1,"@mileycyrus hey just watched hannah montana the movie! it was great!!!  i loved the songs, i'm going around singing them to myself now =P"
310442,310454,0,@mileycyrus hey kido if it makes you feel better my Dog was just hit by a truck and is now dead so im in rough shape too 
310443,310455,1,@mileycyrus hey Mile when r u bringing out a new song? 
310444,310456,1,@mileycyrus Hey Miley  How are you? Cool pic haha....so funny
310445,310457,1,"@Mileycyrus Hey Miley  i was wondering, whats your favorite song by demi? "
310446,310458,1,@mileycyrus hey miley  its my birthday today! just wanna say thank you for everything! you are a great role model and.. have a nice day !
310447,310459,1,@mileycyrus Hey Miley ! How are you ?  When will you come to Poland....??? Love you 
310448,310460,1,"@mileycyrus Hey Miley ,can u pls come to southeastern Europe???pleaseee ...its the only way to come to ur concert "
310449,310461,1,@mileycyrus hey miley check this out: http://bit.ly/10X2ju   
310450,310462,1,@mileycyrus hey Miley how are you? I hope your having a great day!  
310451,310463,1,@mileycyrus Hey Miley i like u songs 
310452,310464,0,@mileycyrus Hey Miley i sent two letters but dont think they arrived you  im on Mileyworld under NAWY2J  are you on it now ?
310453,310465,1,@mileycyrus Hey Miley im so glad you won congads. Tweet me back pretty please Mileycans 
310454,310466,0,@mileycyrus hey miley why r u writing just few tweet? 
310455,310467,1,"@mileycyrus hey miley! do u know MANNY PACQUIAO? [my question doesn't make sense] but seriously, do u know him?  juz wondering..hehe"
310456,310468,1,@mileycyrus hey miley! how ru doing? i really love your music and i'm a big fan 
310457,310469,1,@mileycyrus hey miley!i'm a brazilian fan and i'm so happy  I love you so much and your movie it's perfect love you â¥
310458,310470,1,"@mileycyrus hey miley, good luck at the movie awards! i live in london so dont get to watch it until tuesday but hope you do well  x"
310459,310471,1,"@mileycyrus hey miley, please join ashley tisdale next week to germany/ Berlin &amp; bring also demi with you  wow that would be soo awesome!!"
310460,310472,1,@mileycyrus hey miley... i love your new sing 'the climb'!!! it is so inspiring  thankyou for making such amazing music  ly x
310461,310473,1,@mileycyrus hey wats  up...thats so cool ur goin to atlantis hope u hav a good time 
310462,310474,1,"@mileycyrus hey! i think you're really awesome, hehe. these past few days i read your book miles to go btw. it's really good "
310463,310475,1,"@mileycyrus Hey, just saw you on MTV movie awards and Congratulations to your award on the song The Climb. lol. "
310464,310476,1,"@mileycyrus hey, miley. Just wanna ask u, will there be a 4th season for hannah montana? I hope so! "
310465,310477,1,"@mileycyrus hey,,wht a great movie. i love it. "
310466,310478,1,@mileycyrus Heyy  Biggest fan  your movie was the best.. you okayy??
310467,310479,1,"@mileycyrus heyy miley. allison iraheta has got a twitter!  i havent seen u follow her, so just in case u didnt know! @AllisonOfficial "
310468,310480,1,@mileycyrus hi miley I LOVE YOU So MUch  you are the best 
310469,310481,1,@mileycyrus Hi Miley just to let you know you are amazing! 
310470,310482,1,@mileycyrus Hi Miley!  I read somewhere your hosting the nick australian kid's choice awards. if thats true i'm gonna scream!! (i'm ozzy)
310471,310483,1,@mileycyrus Hi Miley! I am your biggest fan! my sister and i wake up 2 ur music in the morning! 
310472,310484,1,@mexiana_76 Sounds good. I still need to listen to his songs. But I'm reading. 
310473,310485,1,@MexicanDude i dont have a playlist  but a lot of the tracks were my new originals that will be out in July. Will post samples soon 
310474,310486,1,@MexicanDude I love it! have a great tyme 2nyte n be careful! 
310475,310487,0,@mexicanmike damn I swear I was thinking the same thing about mi rancho.  I had to go to whataburger 
310476,310488,0,@mexijen I ask my self the same thing 
310477,310489,1,@Mexiliu hahaha I try! well i'm just doing me! 
310478,310490,0,@Mexiliu what you mean  you'll ignore me?? sad thing is..I might not be able to go to the show.. 
310479,310491,0,"@mexkanstunna haha I know, they never loose I think I rather not try..I'll just waist time "
310480,310492,0,@Mey_C ohhhh I miss you girL!! Please Donï¿½t dissapear... 
310481,310493,0,@meygantot I think we all called you but you didnt answer. 
310482,310494,0,@meyuy oh yes im bloody alone here. hate it! specially when im wearing this mini dress. Huh 
310483,310495,1,@Mezandy @moopf  thanks for the FFs! 
310484,310496,0,@Mezandy aww thats not fun at all 
310485,310497,0,@Mezandy me! @DOcreative 
310486,310498,1,@mezer0w Already there!  
310487,310499,1,@mezfank Wut?! People are so... weird. You are okay to me. 
310488,310500,1,@Mezhead I am good.. watching Mr Hot Stuff in Bones 
310489,310501,0,"@Mezhead Princess Mez, I hope you get better soon  It was great to see you last night!"
310490,310502,1,@meznor @merici thanks for the socialised ref abuse 
310491,310503,1,@Mezzie1221 hi! Um i just ate an oreo shake. 
310492,310504,1,@Mezzie1221 it just took a while. 
310493,310505,0,@Mezzie1221 me either. i had a dream that me and you were at school alone and we made soup and you slapped my phone into my soup. 
310494,310506,0,@Mezzie1221 you are a slow answerer! 
310495,310507,0,@MF213 yea that's the sad part 
310496,310508,0,@mfabulous that does not Sound good? 
310497,310509,0,"@mFantasy  Noooooooo, I saw the mistake, when I was home, uploading the pix. I was nervous, while drawing, lots of ppl where watching me."
310498,310510,1,@mfarnsworth - this is truly where I'm from!get the slang now!  ? http://blip.fm/~4kj7h
310499,310511,0,@mfastow my long lost BBM friend! 
310500,310512,1,@mfeathers its so funny I just bought that book... that is a cool lnk thanks 
310501,310513,0,@mfeige yikes!  well i hope everything is ok with you!
310502,310514,1,@MFer3 haha.  I just went!!
310503,310515,0,@mfgreer I am lost. Please help me find a good home. 
310504,310516,1,@mfharrell @kellykendall. It is so good! Get season 3! Or just come visit and watch it with us. 
310505,310517,0,@mfhorne @Hannahmeow awwww  come see me
310506,310518,0,@mfhorne aww gutted i won't be back in belfast til next week  where is this little disco?
310507,310519,1,@mfhorne direct message me your email and will fire over boss. bigups 
310508,310520,0,@mfhorne Dreadful news   All thoughts are with the family and friends involved x x
310509,310521,0,@mfhorne I envy you..i want see psb 
310510,310522,1,@mfhorne I hated drag me to hell personally... but have fun 
310511,310523,0,@mfhorne I love strongbow! Shame I'm at work 
310512,310524,1,@mfhorne i watched a repeat of horne and cordon the day before i was going on a trip to the church and i kept sing the ypc song lmao 
310513,310525,1,"@mfhorne link it and the views will boost up by nearly 15,000! haha "
310514,310526,0,"@mfhorne newry!?! Ugh, why didn't I hear about this before "
310515,310527,1,@mileycyrus hi miley! i loooved your movie! 
310516,310528,1,@mileycyrus Hi Miley! I'm a huge fan with an Aussie accent lol. Plz check out: http://twitpic.com/3nc6q It's a poem &amp; collage I made you! 
310517,310529,1,@mileycyrus HI Miley! Please watch this link!!! i'd love to know what u think   http://bit.ly/QRFa4
310518,310530,1,@mileycyrus Hi Miley! You are a girl list 
310519,310531,0,@mileycyrus hi miley!! sorry 2 b a pain but y no dates in scotland? my daughter tj is devastated  member ur scottish fans luv u 2
310520,310532,1,"@mileycyrus hi miley. My name is Melissa Jiroux. I am a big fan of yours! visit my website, http://www.wix.com/askmelissa/officialwebsite "
310521,310533,1,@mileycyrus hi mileyyyyy  how are you babygirl?
310522,310534,0,@mileycyrus hi miss lady... hope things r fine... better than how thing r going with me 
310523,310535,1,@mileycyrus HI!  I'm Eunice Kyna! I'm a HUGE fan of yours! Can't wait for your next album! ;) 
310524,310536,0,@mileycyrus Hiding those gorgeous eyes  come on bring them out of there.
310525,310537,1,@mileycyrus holy pictures of you and liam  intensee .
310526,310538,1,@mileycyrus Hope its okay 
310527,310539,0,@mileycyrus hope you have a fab time in uk miley!!!!! i wish we could meet up! 
310528,310540,0,@mileycyrus hope you have fun in atlantis. i would be there but sadly i'm too far away  canadas a looooooooong ways away from that
310529,310541,1,@mileycyrus hope you win miley  blessings have fun sweetie
310530,310542,1,@mileycyrus hopefully it goes fast!! your beautiful! 
310531,310543,0,@mileycyrus how comes you havent been updating much  
310532,310544,1,@mileycyrus how cute 'we all live in a yellow submarine' 
310533,310545,1,@mileycyrus how do i vote for you? can i vote more than once?  i think your awesome miley! don't be nervous everybody loves ya!good luck x
310534,310546,0,@mileycyrus how do u votee? i tried votingg....did it function? Nopee  like i only voted in one.cause thats the only 1 that let me.
310535,310547,1,@mileycyrus HOW DO WE VOTE? 
310536,310548,1,@mileycyrus http://twitpic.com/2xszg - you're so cute 
310537,310549,1,@mileycyrus http://twitpic.com/2y606 - i am awhing to the extremeee! sofie is SOO GORGEOUS 
310538,310550,1,@mileycyrus http://twitpic.com/326b5 - AWWWW my fav. dogs ..i WILL have a yorkie someday 
310539,310551,1,@mileycyrus http://twitpic.com/336u5 - i liked.. adam. :/ but i liked her too!! 
310540,310552,0,"@mileycyrus http://twitpic.com/37d57 - I sang &quot;i miss you&quot; for school ... I was thinking of you, Miely, Everytime ? Sorry for your Pappy "
310541,310553,1,@mileycyrus http://twitpic.com/384nw - that's awesome. 
310542,310554,1,@mileycyrus http://twitpic.com/384nw - thats the perfect haircolor I think  your just naturally beautiful
310543,310555,0,@mileycyrus http://twitpic.com/3goxn - WOAH! i can c y. I don't blame u. i would hate not having a private life 
310544,310556,1,@mileycyrus http://twitpic.com/3n4rz - She is stunning! wooooow! Love it! Love the song too 
310545,310557,1,@mileycyrus http://twitpic.com/3o5f1 - Scrummy! Yor face is hilarious! 
310546,310558,1,@mileycyrus http://twitpic.com/3pf7v - both of u look great~~~ 
310547,310559,1,@mileycyrus http://twitpic.com/3pf7v - haha you should wear hat EVERYDAYY  jayy kayy ;)
310548,310560,1,@mileycyrus http://twitpic.com/3pf7v - looks funky. rome must be awesome 
310549,310561,1,@mileycyrus http://twitpic.com/3pf7v - Love this pic   You're bueatiful !!
310550,310562,1,@mfhorne Oooo whatcha seeing? 
310551,310563,0,@mfhorne Please try and bring G &amp; S to Australia. I miss it since I've come back here 
310552,310564,0,"@mfhorne the salt police came and made them take some of it out, like food colouring in smarties it's another childhood fave ruined "
310553,310565,1,@mfhorne was just wondering if u can tell me when 'Lesbian Vampire Killers' is out on dvd? LOVED IT!  thanx
310554,310566,1,"@mfhorne wave at me, I live on the hill with the monument on it "
310555,310567,1,@mfinsterbusch everybody would get headache from that fucking song. anyway - i already took an aspirin as i do have a hang over 
310556,310568,1,@MFJ86 glad u enjoyed the hot weather 
310557,310569,0,@MFJ86 I wasn't alright 
310558,310570,0,@MFJ86 Oops sorry to hear that  salamaat hope u get better inshallah
310559,310571,1,@mfmakichen I watch it every few weeks. It never gets old. 
310560,310572,1,@MFned hahah nahh i aint like that. i wouldnt do that 
310561,310573,1,"@MFoiles  Awwwwwwwe    Thank you , that makes me feel special.     Yeah we can hang  out sometime.  We'll have to put it on the calendar"
310562,310574,0,@mfowmes I no was so sad 
310563,310575,1,@mfowmes Im exausted..was running in the Race For Life and ive been up since 6.15 so bit tired! Me quiet...thats a first?! lol 
310564,310576,1,"@mfowmes lol thats true,,,they usually just burn the mouth of ya and render your tastebuds useless anyway!! Esp the Bad Boy one!! lol "
310565,310577,1,@mfowmes thats ok  thank you for the ff mention 
310566,310578,0,@mfrancopt Cairo is next week for Intel's European/Middle Eastern partners - don't get to go to that one 
310567,310579,1,@mfraskin I love when u tweet  friendship
310568,310580,1,"@mfubib cool, thnx for the link, i'll have a play "
310569,310581,0,"@mfubib i hang my head in shame.  i was right clicking everything, dragging it out the window, never thought about edit&gt;delete or del key "
310570,310582,1,@mfulton things went good. step 1 complete. 2morrow step 2 Dr's checkup 2 clear me. Maybe I will have 2 get breakfast out again!!?? 
310571,310583,0,@MFundora13 Can I please see you sometime soon? 
310572,310584,0,@mfvaldez SHUT UP!! is it really lost?? u kno thats always been my fear of traveling..i hope u get it 
310573,310585,0,@MG62 Yeah Chris isin Ibiza? How lucky!! Its been raining in Scotland too  Summer soon though! Going anywhere sunny durung the summer? 
310574,310586,0,@MGA_Evan  you love me though.
310575,310587,0,@mgard87 hate that you updated your status 3 hours ago 
310576,310588,0,@mgardot i've been looking on the net but i can't find your tourdates  are you coming to holland as well? i would love to hear you live!
310577,310589,0,"@mgardot re: rain in philly. Yes, me &amp; ~1800 parents of Pennsbury High School graduates. We're supposed 2 have an outdoor ceremony 2night "
310578,310590,1,"@MgazAmerica Super cute! Thanks for the follow, right back atcha  "
310579,310591,1,@mgbdesigns  no worries 
310580,310592,1,"@mgcamacho Are you awake, honey??  "
310581,310593,1,@MGChislett haha that's funny 
310582,310594,1,@MGChislett haha the things people say to get their story! They have also got you confused with Adam tagging a photo of you with his name 
310583,310595,1,@MGChislett hahhaha the things people say to get there 15 of fame! 
310584,310596,0,@MGChislett how dare they? That's happened to us once 
310585,310597,1,@MGChislett New Zealand show!!! please? 
310586,310598,1,@MGChislett Well it also says you wear many layers and your top quote is &quot;one rubberband ball&quot; from TAITV. LOL worthy 
310587,310599,1,@mileycyrus http://twitpic.com/3pf7v - lovely 
310588,310600,1,@mileycyrus http://twitpic.com/3pf7v - nice masks! you're gorgeous miley 
310589,310601,1,"@mileycyrus http://twitpic.com/3pf7v - Niice ^__^, very funny lol "
310590,310602,1,@mileycyrus http://twitpic.com/3pf7v - wow cool ! 
310591,310603,1,@mileycyrus http://twitpic.com/3upg9 - In London!  I love your dress miley and Demi's shoes ;)
310592,310604,1,@mileycyrus http://twitpic.com/3upg9 - Love both of you! Hope you had fun there  xoxo
310593,310605,1,@mileycyrus http://twitpic.com/47uaq - awwwww!!it is similar to my cubbie wendy cool 
310594,310606,1,@mileycyrus http://twitpic.com/4cykv - Emily is a superstar 
310595,310607,1,@mileycyrus http://twitpic.com/4cykv - Sweet pic. I love it. 
310596,310608,1,@mileycyrus http://twitpic.com/4cykv - you are so beautiful  so is emily. bahaha im 15 and im actually your number one fan. and im f ...
310597,310609,1,"@mileycyrus http://twitpic.com/4fzo7 - Brandi is now one of my fellow red heads (H) Your hair is awesome  Miley, your hair is nice how ..."
310598,310610,1,@mileycyrus http://twitpic.com/4fzo7 - Hi Miley   you should tie dye yur hurr!
310599,310611,1,"@mileycyrus http://twitpic.com/4fzo7 - maybe im just weirdd.. but you guys kinda look alike  i know ur sisters, but yeah! lol"
310600,310612,1,"@mileycyrus http://twitpic.com/4fzo7 - Read about your love for your Brazilian fans, and as one of them, I must say: COME TO BRAZIL!!  ..."
310601,310613,1,@mileycyrus http://twitpic.com/4ukqe - haha cute and beautiful  U R cool Miley.^^
310602,310614,1,"@mileycyrus http://twitpic.com/54a51 - Justin can kiss you, haha "
310603,310615,1,@mileycyrus http://twitpic.com/5avh0 - goodnigth miley 
310604,310616,1,@mileycyrus http://twitpic.com/5e5nr - wow. thats sweet.  i love it.
310605,310617,0,@mileycyrus http://twitpic.com/5kahh - omg i read Night in english class! so sad 
310606,310618,1,@mileycyrus http://twitpic.com/5nbve - nice color  miley is it you hand that are closest to were it stands: @EmilyOsment and I are twi ...
310607,310619,1,@mileycyrus http://twitpic.com/5ncuz - Miley!!! Great minds think alike... I HAVE THOSE SAME BOOTS!!  haha
310608,310620,1,@mileycyrus http://twitpic.com/5usde - Trace Cyrus rockkkksss!!! he is amazin live  an i lovee the tattoos an the bike  x
310609,310621,1,@mileycyrus http://twitpic.com/5ut6j - awe.  thats so cutee 
310610,310622,1,@mileycyrus http://twitpic.com/5ut6j - does trace ever where a shirt?! lol  poor noah.... =(
310611,310623,1,@mileycyrus http://twitpic.com/64x8j - I love it. Miley you're a beauty. 
310612,310624,1,@mileycyrus http://twitpic.com/64x8j - this is such a cute horsey 
310613,310625,1,@mileycyrus http://twitpic.com/67a0q - Miley your soooo funny hahahaha 
310614,310626,1,@mileycyrus http://twitpic.com/67a0q - Who is the tough gut now??   I guess it's Miley 
310615,310627,0,"@mileycyrus http://twitpic.com/67hac - , why can't people just be nice "
310616,310628,1,@mileycyrus http://twitpic.com/67hac - ahhhhh Mandy..i love u for wearing GK. its my fav. 
310617,310629,0,@mileycyrus http://twitpic.com/67hac - cutties!!! but im surprised that one of ur besties isnï¿½t Emily!!  u guys looked very close 2!
310618,310630,1,"@mileycyrus http://twitpic.com/67hac - i can look up to miley bc i am the same age as her, i think that is awesome "
310619,310631,0,@mileycyrus http://twitpic.com/67hac - I wish justin wasnt there but whatev. I'd rather Demi be there.But of course it's ur life...... 
310620,310632,1,@mileycyrus http://twitpic.com/67hac - makes so cute couple with Justin!?  I love you Miley!
310621,310633,1,"@mileycyrus http://twitpic.com/67hac - Nurse Jackie is in the Backk!!! yay, i love Peter Facinelli "
310622,310634,1,@mileycyrus http://twitpic.com/67hac - wow x3 Miley? pls follow me ï¿½  ?
310623,310635,1,@mileycyrus http://twitpic.com/67hac - you look really pretty in this pic  ur amazing! come to Ireland soon! 
310624,310636,1,@mileycyrus http://twitpic.com/6dvj4 - :O you look stunning!! That colour is amazing on you! 
310625,310637,1,@mileycyrus http://twitpic.com/6dvj4 - haha you went back to eyeliner!!! XD!! i love it  you look amazingly beautiful!!! love ya      ...
310626,310638,1,"@mileycyrus http://twitpic.com/6dvj4 - love your dress, your hir, your make up, your shoes.. love u!  you look very pretty "
310627,310639,1,@mileycyrus http://twitpic.com/6dvj4 - u look fabulous! congrats on the award  ily!!
310628,310640,1,@mileycyrus http://twitpic.com/6dvj4 - WE LOVE YOU MILEY^^ YOU ARE THE BEST! (L) PLS VISIT MILEY-CYRUS.TK ;) AND PLS COMMENT  (L)
310629,310641,1,@mileycyrus http://twitpic.com/6dvj4 - wow i love that dress you are a great actress and you deserve the award loved the film 
310630,310642,1,@mileycyrus http://twitpic.com/6dvj4 - wow you look great  congrats on the award 
310631,310643,1,"@mileycyrus http://twitpic.com/6dvj4 - you are always amazing, and congratulations ! "
310632,310644,1,@mileycyrus http://twitpic.com/6dvj4 - You are pretty ! 
310633,310645,1,@mileycyrus http://twitpic.com/6dvj4 - You look oh so stunning! Simple Beautiufl! Very jelous   lol
310634,310646,1,@mileycyrus http://twitpic.com/6fvzh - aww  you two are so cute haha 
310635,310647,0,@mileycyrus http://twitpic.com/6fvzh - lol last monday  when will there be a new hm?
310636,310648,1,@mileycyrus http://twitpic.com/6fwg3  every picture of you is really beautiful miley  respect 
310637,310649,1,@mileycyrus http://twitpic.com/6fwg3 - hahha perfect...beautiful 
310638,310650,1,@mileycyrus http://twitpic.com/6fwg3 - one of my favourite pics              LOVE YA                              BY UR BIGGEST  ...
310639,310651,1,@mileycyrus http://twitpic.com/6fwg3 - thats not emo. you look so gorgeous! you always do  you preetty person.
310640,310652,1,@mileycyrus http://twitpic.com/6fwg3 - very beautiful the color of your eyes! I love you Miley 
310641,310653,1,@mileycyrus http://twitpic.com/6fwg3 - You are beautiful! Uoooo! Love you Miley 
310642,310654,1,@mileycyrus http://twitpic.com/6fwg3 - you look really pretty 
310643,310655,1,@mileycyrus http://twitpic.com/6h7ex - Yeah!! I'm sure that the album is really great!  CUTE PICTURE!
310644,310656,1,@mileycyrus http://twitpic.com/6h7ex - you're both are awesome 
310645,310657,1,@mileycyrus http://twitpic.com/6mi2s -  I love this pic!!! you look sooo cute 2gether! 
310646,310658,1,@mileycyrus http://twitpic.com/6mi2s - Awww this is the cutest picture! lol  He made an excellent album!
310647,310659,1,@mileycyrus http://twitpic.com/6mns3 - Please miley reply me 
310648,310660,1,"@mileycyrus http://twitpic.com/6mo9z - Hehe, GREEEEENY eyes "
310649,310661,1,@mileycyrus http://twitpic.com/6mo9z - i really realy want your eyes 
310650,310662,1,@mileycyrus http://twitpic.com/6mo9z - very funny the faces 
310651,310663,0,@mileycyrus http://twitpic.com/6shtr - aww that's a nice pic. lucky you summer is almost there. where i am winter is almost coming 
310652,310664,1,@mileycyrus http://twitpic.com/6shtr - BRAZIL LOVE YOU MILEY   BRAZIL LOVE YOU MILEY   BRAZIL LOVE YOU MILEY   BRAZIL LOVE YOU MIL ...
310653,310665,1,@KendraWilkinson Hey Kendra!Ur new show starts here next week n I can't wait!  Thou a bit weird coz Girls of Playboy Mansion still screens
310654,310666,1,@KendraWilkinson just watching your show loving it 
310655,310667,0,@KendraWilkinson Sooo sad that i can't watch it because it's not airing in Germany 
310656,310668,1,"@kendrickanna If New Moon is as fab-o as Twilight, I'm sure we'll all forgive you! "
310657,310669,0,@kendruh i think it was being dunked too much 
310658,310670,0,@kendrum1 What color is your car? Mine was true red. Definitely my favorite car ever. Very sad that it is no longer with us. 
310659,310671,0,@KendyllJonas Aww  you should've known better than to tan w. Those on.
310660,310672,0,@KenEsquire Who's cooking for you? Im cooking for 1  watchn the bach show HOPELESS ROMANTIC lol
310661,310673,0,@keneville mb?!  Wish I was in town 
310662,310674,1,@KengHoe Do we have the coffee as well? 
310663,310675,1,@KenGillett take meeeeeeeeeeeeeee I wanna see da falls and party 
310664,310676,1,"@Kenichan  It's fully of grabbyhands and bad candy, thanks! &lt;3 How's you?"
310665,310677,0,@Kenichan *patpat* that always sucks 
310666,310678,0,@Kenichan @etherjammer Yeah~  I have *terrible* anxiety problems so during pugs I pretty much hold my breath until someone says Im alright
310667,310679,1,"@Kenichan close, but no cigar.  banana-toffee "
310668,310680,0,@Kenichan I dived many times for the ball. Managed to save 50%  The rest go out of bounds
310669,310681,0,@Kenichea Hello.  Sorry about the forecast.  
310670,310682,1,@KeNiJoeFanatic goodluck ) dapat fast internet nyo pra mas mabilis magload. 
310671,310683,0,@KeNiJoeFanatic ha. i forgot to add home economics on that. we'll study acctg  gaaah.
310672,310684,1,@KeNiJoeFanatic haha. its okay.  yeaaa. i wish he'll join his brothers when he gets a little older.hah
310673,310685,0,@KeniLouise @StephGregor @NJLowe why has the tweeting stoped....twitterland is dead 
310674,310686,0,"@KeniLouise understandable, i was watching pineapple express so i missed family guy "
310675,310687,0,"@kenis1993 it would be cool, but expensive "
310676,310688,1,@KenishaBritt you need a good hot cup of Ganol Excel mocha. 
310677,310689,0,"@kenitasu NO! eugh, its really annoying me. cause it doesnt air here to something like august? i'm not sure "
310678,310690,0,"@Kenji_8055 damn, thats better than I. I got mine after an hour "
310679,310691,1,"@KenjiHollis Absolutely  And if ur available, pl lemme know- working on 9 new things but not enough time &amp; not enough good ppl..."
310680,310692,1,@kenjitweet ouch I'm sorry. I had the exact opposite-- portfolio up n work was productive. Hope the burger was good though 
310681,310693,0,@kenjurina hey I remember damian... and im still working on fixing mine 
310682,310694,1,"@kenkenthenext Wow..I guess the one where he is smiling sure must be about some happy dream,haha "
310683,310695,1,@kenkinder Yes please. You should 
310684,310696,1,"@kenloo Hey... they do have an Apple Store here in KL, they just cleared the forest we're in and we now have one in the city! "
310685,310697,1,"@kenloo Nah, just me. The wines get taxed. "
310686,310698,1,@kenlotich should've changed the blackberry and touch to an iphone... 
310687,310699,1,@KenLudwig Bruce?? Nope I dont know Bruce  LOL
310688,310700,0,@KenLudwig Not so much this weekend Ken... 
310689,310701,1,@kenma321 of course!  i love 24 hr donut shops! he he -yours truly -
310690,310702,1,@kenmathe  LMAO... when you say fishing do you mean moving to NY
310691,310703,0,@MGChislett yay im so excited bout tai coming back to aus! you shd so come visit horsham yes? we miss you here  haha
310692,310704,0,"@mgdoscher I dunno!  @facebook It says &quot;Page Unavailable We're sorry, this Page isn't available right now    I hope it didn't get deleted!"
310693,310705,0,"@mgeezy Why are you so mean Mark ?  but I saw you yesterday, soo!! WE NEED TO GO HIKING IN THE RAINFOREST! let me know when!"
310694,310706,0,@mgfilion my day is a little sucktacular as well 
310695,310707,1,"@mgfilion Not the movie Conan, the guy Conan. O'Brian. It's was his first &quot;Tonight Show&quot; episode last night. "
310696,310708,0,@MGGubler i can't believe i just missed criminal minds 
310697,310709,0,"@MGGubler ok, what happened to you? surgery and all? "
310698,310710,1,"@MGGubler words from one of my songs for you: &quot;in the ether, wrapped in pleasure...&quot;  have a happy sunshiney day!!! "
310699,310711,1,@mggykills  heyy miggy ! nk a punta na ako sza cebu then we went to bohol .. its supeer COOL there .. ganda ! 
310700,310712,1,@mggykills Kuya  Who`s your bet on the finals? Just askin. 
310701,310713,1,@MGHarris It was great to meet you! It was a lovely day 
310702,310714,1,@mghavard Yay yay yay! We have walls again! The drywall was finished this week. Nice everyone's got forward movement at last..... 
310703,310715,1,@MGhoz this is exclusive only for .network moments 
310704,310716,1,@MGhoz u most welcome 
310705,310717,1,@MGhoz yes I'm interested  Thanks
310706,310718,1,@MGHTYDX dude! Who are you going to the lakers game with?! 
310707,310719,1,@MGiraudOfficial   I have a piano.  I'll listen. 
310708,310720,1,"@MGiraudOfficial  I think you should definitely check out some Rob Thomas music, maybe &quot;Lonely No More&quot; that beat is sick &amp; really upbeat "
310709,310721,1,"@MGiraudOfficial  i want to meet you in dallas, in july.  please tell me how to make this happen. i will love you forever. "
310710,310722,0,"@MGiraudOfficial aaahhh..if only you guys are somewhere in Asia..  I would love to see you. Anyhow, hv you ever reply to ur fans' tweet?"
310711,310723,1,@MGiraudOfficial anything by Maroon 5 would complete my life 
310712,310724,0,"@MGiraudOfficial Awesome! Have fun! Wish I could see it, but it's sold out in the only city near me. "
310713,310725,1,@MGiraudOfficial cool! wish I could play piano as good as you or maybe I should start learning again 
310714,310726,1,@MGiraudOfficial Good night Matt! 
310715,310727,1,"@MGiraudOfficial hahaha... I think I might see that movie... I won't feel so out of place, knowing u've seen it "
310716,310728,1,@MGiraudOfficial http://twitpic.com/6f5nf - That's very cool! Photography is my favorite hobby  Can't wait until it's warm enough to g ...
310717,310729,1,@MGiraudOfficial http://twitpic.com/74mtz - Oh man Matt you look HOT in this picture  Danny looks like ? I don't even know!
310718,310730,0,@MGiraudOfficial http://twitpic.com/7mro0 - Is Anoop there? The pic's too small for my phone 
310719,310731,1,"@MGiraudOfficial i love your song &quot;How&quot; from your pre-idol album, so more of songs like that!  oohhh, can't wait to buy your album. "
310720,310732,1,@MGiraudOfficial I wanna see &quot;Let's get it on&quot;  That will most def be a crowd pleaser at least for me! 
310721,310733,1,"@MGiraudOfficial I would love to see you sing &quot;So Small&quot;, which you sang in AI Top 11 "
310722,310734,1,@MGiraudOfficial I'd love to be ur person to sit and listen to u play for an hour... or more 
310723,310735,0,"@KenMcArthur We really wanted to be there, but today is tax deadline for self-employed in Canada, so the weekend was shot "
310724,310736,1,@kenmillerjr thx man! Appreciate the shout out. 
310725,310737,1,@kennanderson55 You are! I just know it 
310726,310738,1,@kennbell Somehow I don't think quick &amp; dirty will come through in your work. 
310727,310739,1,"@Kennedia YAY sweet  and i can get some photos of you :],  here is some of my photos http://tinyurl.com/cl825p"
310728,310740,0,@kennedy_jane  Sorry to feel ur sick  Hope u get well really quickly!!
310729,310741,1,@kennedymaine &quot;stay positive&quot; whooaaa deja vu?  oh salsa and noodles sounds disgustinggggg
310730,310742,1,"@kennedymaine I can't wait for the video shoot, tuesdayyy "
310731,310743,0,@kennedymaine I'm such a follower 
310732,310744,0,@KeNnEdYSoBomB; Not yet.  It's coming tho.
310733,310745,1,@kennedytsang Thanks for the info. Should I checked before I twitted 
310734,310746,0,"@kennerjacobs - I miss you too. It was so weird being in Raleigh w/out you next door  I'll come play soon, promise!"
310735,310747,1,"@kenneth_l Have healthy respect for rotor turbulence now. Still love to fly, just with more awareness. When are u coming for your tandem? "
310736,310748,0,@Kenneth1968 Doh!!! That's more expensive than the flight!! 
310737,310749,0,@KennethCK Haha yuup. Too much alcohol 
310738,310750,1,@KennethCK I'm at work now bro.. Gonna see all the morning-syndrom bored faces going to work while I'm heading home 
310739,310751,1,@KennethCK Really? I remember you getting me wasted at some gay club though. Haha come on! It'll be fun! 
310740,310752,1,@kennethconnjr Yep jazz prep starts when I get home. You just had to burst my bubble didn't you? 
310741,310753,1,@KennethGmusic Ravuth just woke up and ready to party! Addicted to partying! 
310742,310754,0,"@kennethholland Blargh, wish I was having Krazy Koyote margaritas instead of this marine layer. "
310743,310755,1,@kennethmckoy hshahaha_ yes I'm not the only one suffering from the 'order shoes online' syndrome' 
310744,310756,1,@kennethmckoy I love how it sounds  ughh we needa meet =(_asap. I'm tryna find the vintage denim polo button up_
310745,310757,0,@kennethmckoy my parents came and got me at like 1am on monday cause i was not feeling well at ALL... gotta go to the doctor tomorrow 
